,index,AgeBins,Bldg Type,Gr Liv Area,Lot Frontage,Lot Area,Has2ndFloor,HasBasement,HasGarage,has_fireplace,Bedroom AbvGr,Kitchen AbvGr,Bathrooms,Overall Qual,SalePrice
1360,1632,2,TwnhsE,2090,62,5062,True,True,True,1,3,1,2.0,7,207500
1361,1633,1,TwnhsE,1179,38,4740,False,True,True,0,2,1,2.0,8,182000
1362,1634,1,TwnhsE,1321,35,5118,False,True,True,1,1,1,1.0,8,212000
1363,1639,0,TwnhsE,1612,61,8035,False,True,True,1,2,1,2.0,9,319900
1364,1643,2,1Fam,1440,81,12546,False,True,True,1,3,1,2.0,6,182900
1365,1646,2,1Fam,1479,78,12090,True,True,True,1,3,1,2.5,7,176000
1366,1647,2,1Fam,1664,93,12299,False,True,True,1,3,1,2.0,7,213000
1367,1648,2,1Fam,1930,61,11339,True,True,True,1,4,1,2.5,7,192000
1368,1649,2,1Fam,1969,92,11952,True,True,True,1,3,1,2.5,7,190000
1369,1650,2,1Fam,2030,81,12046,True,True,True,1,4,1,2.5,6,195000
1370,1651,2,1Fam,1032,81,10395,False,True,True,1,3,1,2.0,6,148000
1371,1652,2,1Fam,1177,79,11850,False,True,True,0,3,1,2.0,6,151500
1372,1653,2,1Fam,1725,80,11584,True,True,True,1,3,1,2.5,7,197000
1373,1654,2,1Fam,1353,80,10400,False,True,True,1,2,1,2.0,6,192350
1374,1655,2,1Fam,1620,80,10793,True,True,True,0,4,1,2.5,5,152000
1375,1657,2,1Fam,1484,70,12243,False,True,True,1,3,1,2.0,5,175000
1376,1658,2,1Fam,1743,90,11700,True,True,True,1,3,1,2.0,6,175000
1377,1659,2,1Fam,1935,81,12384,True,True,True,1,3,1,2.5,7,197900
1378,1660,2,1Fam,1324,64,8991,False,True,True,1,3,1,2.0,7,174000
1379,1661,2,1Fam,1877,80,8000,True,True,True,1,4,1,2.5,6,178900
1380,1662,2,1Fam,1109,70,10500,True,True,True,0,3,1,1.0,5,139000
1381,1663,2,1Fam,981,74,10530,False,True,True,0,3,1,1.5,6,143250
1382,1664,2,1Fam,1479,74,7472,True,True,True,0,4,1,1.5,7,184000
1383,1665,2,1Fam,1422,63,9457,False,True,True,0,3,1,1.0,5,155000
1384,1666,2,1Fam,914,66,7920,False,True,True,0,3,1,1.0,5,133000
1385,1667,2,1Fam,950,61,9758,False,True,True,0,3,1,1.0,5,119500
1386,1668,2,1Fam,872,70,8294,False,True,True,0,3,1,1.0,4,123000
1387,1669,2,1Fam,858,74,7340,False,True,True,0,2,1,1.0,4,110000
1388,1670,2,1Fam,914,74,17199,False,True,True,0,2,1,1.0,4,128000
1389,1671,2,1Fam,864,60,9000,False,True,True,0,3,1,1.0,4,120500
1390,1672,1,TwnhsE,767,34,4058,False,True,True,0,1,1,1.0,7,133000
1391,1673,1,TwnhsE,1337,33,4113,False,True,True,1,2,1,2.0,6,155000
1392,1674,1,TwnhsE,1337,26,10943,False,True,True,1,2,1,2.0,6,177000
1393,1675,2,Twnhs,1092,21,2205,True,True,True,0,3,1,1.5,6,113500
1394,1676,2,Twnhs,1218,21,1890,True,True,True,0,3,1,1.5,6,113000
1395,1677,2,Twnhs,1218,21,2058,True,True,True,0,4,1,1.5,6,113700
1396,1678,2,TwnhsE,1302,24,2016,True,True,True,0,3,1,2.5,5,106000
1397,1679,2,TwnhsE,1365,24,1920,True,True,True,0,2,1,1.5,5,122500
1398,1680,2,TwnhsE,958,26,4928,False,True,True,1,2,1,2.0,6,128000
1399,1681,2,TwnhsE,1548,24,2308,True,True,True,1,3,1,2.5,6,155000
1400,1682,2,Twnhs,1055,24,2304,False,True,True,0,2,1,2.0,7,142500
1401,1683,2,1Fam,988,65,7150,False,True,True,0,3,1,1.0,5,129250
1402,1685,0,1Fam,1828,90,11694,False,True,True,1,3,1,2.0,9,314813
1403,1686,0,1Fam,1694,93,12030,False,True,True,0,3,1,2.0,8,318000
1404,1687,0,1Fam,1694,91,11825,False,True,True,1,3,1,2.0,8,322400
1405,1688,0,1Fam,1734,93,12085,False,True,True,1,3,1,2.0,8,318000
1406,1694,0,1Fam,2172,109,14154,True,True,True,1,3,1,2.5,7,280000
1407,1698,0,1Fam,1634,98,11428,False,True,True,1,3,1,2.0,8,250000
1408,1703,0,1Fam,2473,76,9591,True,True,True,1,4,1,2.5,8,317000
1409,1704,0,1Fam,2100,82,9709,True,True,True,1,3,1,2.5,8,319500
1410,1705,0,1Fam,2161,86,10562,True,True,True,1,3,1,1.5,8,325624
1411,1710,0,1Fam,2374,93,11999,True,True,True,1,4,1,2.5,8,285000
1412,1711,0,1Fam,1818,84,12568,True,True,True,1,3,1,2.5,8,281500
1413,1712,0,1Fam,1614,70,9926,False,True,True,0,3,1,2.0,7,245700
1414,1713,0,1Fam,1721,71,9254,False,True,True,0,3,1,2.0,8,232698
1415,1714,0,1Fam,1828,92,10732,True,True,True,0,3,1,2.5,8,250000
1416,1715,0,TwnhsE,1362,61,7577,False,True,True,1,2,1,2.0,6,194700
1417,1716,0,Twnhs,1302,34,3901,False,True,True,1,1,1,1.5,6,204000
1418,1717,0,Twnhs,1302,34,3903,False,True,True,1,1,1,1.5,6,200000
1419,1718,0,TwnhsE,1362,41,6289,False,True,True,1,2,1,2.0,6,207000
1420,1719,0,Twnhs,1554,34,4590,False,True,True,1,2,1,2.0,8,209500
1421,1720,0,Twnhs,1554,34,4590,False,True,True,1,2,1,2.0,8,209500
1422,1721,0,TwnhsE,1370,44,6442,False,True,True,1,2,1,2.0,8,202500
1423,1722,0,TwnhsE,1577,48,7841,False,True,True,1,2,1,2.0,9,280000
1424,1723,0,TwnhsE,1561,60,7313,False,True,True,1,2,1,2.0,9,277500
1425,1724,0,TwnhsE,1869,68,7820,False,True,True,1,2,1,2.0,9,318061
1426,1725,0,TwnhsE,1324,48,6240,False,True,True,1,2,1,2.0,8,221370
1427,1726,0,TwnhsE,1405,48,3242,False,True,True,1,2,1,2.0,7,200000
1428,1727,0,1Fam,1496,59,15810,True,True,True,0,3,1,3.0,6,181755
1429,1728,0,1Fam,1536,65,10237,True,True,True,1,3,1,2.5,6,176000
1430,1729,0,1Fam,1484,65,10237,True,True,True,1,3,1,2.5,6,178900
1431,1730,0,1Fam,1458,58,13204,True,True,True,0,3,1,2.0,7,168165
1432,1731,0,1Fam,1495,62,8857,True,True,True,1,3,1,2.5,6,171925
1433,1732,0,1Fam,1746,63,9729,True,True,True,1,3,1,2.5,6,198444
1434,1733,0,1Fam,1326,88,12216,False,True,True,0,3,1,2.0,6,203000
1435,1734,0,1Fam,1456,65,9018,True,True,True,1,3,1,2.5,7,179540
1436,1735,0,1Fam,1302,73,8993,False,True,True,0,3,1,2.0,7,176485
1437,1736,0,1Fam,1340,73,8899,False,True,True,0,3,1,2.0,7,181134
1438,1737,0,1Fam,1412,73,8499,True,True,True,1,3,1,2.5,6,156932
1439,1738,0,1Fam,1504,72,8229,True,True,True,0,3,1,2.5,6,166000
1440,1739,0,1Fam,1456,64,7713,True,True,True,0,3,1,2.5,7,177594
1441,1740,0,1Fam,1258,64,7697,False,True,True,0,3,1,2.0,7,173500
1442,1741,0,TwnhsE,1258,53,3922,False,True,True,1,2,1,2.0,7,172500
1443,1742,0,TwnhsE,1402,53,3922,False,True,True,1,2,1,1.0,7,194201
1444,1743,0,TwnhsE,1589,46,3621,False,True,True,1,2,1,2.0,8,226500
1445,1744,0,1Fam,1266,53,3710,False,True,True,1,2,1,2.0,7,185485
1446,1746,0,1Fam,1119,65,16219,False,True,True,0,2,1,2.0,7,188500
1447,1748,0,1Fam,1959,59,11796,True,True,True,1,4,1,2.5,7,215000
1448,1749,0,1Fam,1525,59,10936,False,True,True,1,3,1,2.5,7,206580
1449,1750,0,1Fam,1720,62,8244,True,True,True,1,3,1,2.5,7,183500
1450,1751,0,1Fam,1394,73,11950,True,True,True,1,3,1,2.5,7,165500
1451,1752,0,1Fam,1948,63,7875,True,True,True,1,4,1,2.5,7,211000
1452,1754,0,1Fam,1995,73,8740,True,True,True,1,4,1,2.5,7,219500
1453,1755,1,1Fam,1647,62,7917,True,True,True,1,3,1,2.5,6,175000
1454,1756,1,1Fam,1430,76,9967,True,True,True,1,3,1,2.5,7,170000
1455,1757,0,1Fam,1320,73,7750,True,True,True,0,3,1,2.5,7,162000
1456,1758,1,1Fam,1690,58,9487,True,True,True,1,3,1,2.5,6,187000
1457,1759,1,1Fam,1644,59,9649,True,True,True,1,3,1,2.5,6,185000
1458,1762,1,1Fam,2285,90,11000,True,True,True,1,4,1,2.5,8,248000
1459,1766,1,1Fam,2385,83,10790,True,True,True,1,4,1,2.5,7,252000
1460,1768,1,1Fam,2013,92,9920,True,True,True,1,3,1,2.5,7,269790
1461,1769,1,1Fam,2398,95,11787,True,True,True,1,3,1,2.5,7,315750
1462,1773,1,1Fam,2202,88,11762,True,True,True,1,4,1,2.5,8,263000
1463,1775,0,1Fam,1369,75,9910,False,True,True,0,3,1,2.0,7,213133
1464,1776,0,1Fam,1542,91,11830,False,True,True,1,3,1,2.0,8,260261
1465,1777,0,1Fam,1905,84,11670,False,True,True,1,3,1,2.0,9,320000
1466,1778,0,1Fam,1464,49,15256,False,True,True,0,3,1,2.0,8,282922
1467,1782,0,1Fam,1795,75,9986,False,True,True,1,2,1,2.0,8,147000
1468,1783,0,1Fam,1528,85,9965,False,True,True,1,3,1,4.0,7,235876
1469,1784,0,1Fam,1726,79,9416,False,True,True,1,3,1,2.0,7,311872
1470,1785,0,1Fam,1689,83,9849,False,True,True,0,3,1,2.0,7,248328
1471,1786,0,1Fam,1588,85,10000,False,True,True,1,3,1,2.0,8,227000
1472,1787,0,1Fam,1538,74,8847,False,True,True,0,3,1,2.0,8,260000
1473,1788,0,1Fam,1496,76,9158,False,True,True,0,3,1,2.0,8,225000
1474,1789,0,1Fam,1506,70,8251,False,True,True,1,3,1,2.0,7,249000
1475,1790,0,1Fam,1694,75,10084,False,True,True,1,3,1,2.0,8,307000
1476,1792,0,1Fam,1830,75,8778,True,True,True,0,3,1,2.5,8,221300
1477,1793,0,1Fam,1338,72,8640,False,True,True,0,3,1,2.0,8,208900
1478,1794,0,1Fam,1335,75,9000,False,True,True,0,3,1,2.0,7,210400
1479,1795,0,1Fam,1792,72,8640,True,True,True,0,3,1,2.5,8,255000
1480,1796,0,1Fam,1588,81,10411,True,True,True,0,3,1,3.0,5,212109
1481,1797,0,1Fam,1959,75,9000,True,True,True,1,3,1,2.5,8,270000
1482,1799,0,1Fam,1880,112,12217,True,True,True,1,3,1,2.5,8,310013
1483,1800,0,1Fam,1656,84,11096,False,True,True,0,3,1,2.0,8,249700
1484,1801,0,1Fam,1761,84,10207,True,True,True,0,3,1,3.0,7,227875
1485,1802,0,1Fam,1584,84,10440,False,True,True,1,2,1,2.0,8,261329
1486,1803,0,1Fam,1685,100,11824,False,True,True,1,2,1,2.0,8,253000
1487,1804,0,1Fam,2443,85,10625,True,True,True,1,4,1,2.5,6,265000
1488,1805,0,1Fam,2466,102,11143,True,True,True,1,4,1,3.0,8,340000
1489,1806,0,1Fam,1100,63,7500,False,True,False,0,3,1,1.5,6,146000
1490,1807,0,1Fam,1143,63,7500,False,True,False,0,3,1,1.5,7,147000
1491,1808,0,1Fam,1094,60,12450,False,True,True,0,3,1,1.0,5,149000
1492,1809,0,1Fam,1486,65,7441,False,True,True,0,3,1,2.0,7,181000
1493,1810,1,1Fam,1721,70,8462,True,True,True,0,3,1,2.5,6,201000
1494,1811,1,1Fam,1820,70,11613,True,True,True,0,3,1,2.5,6,191750
1495,1812,1,1Fam,1349,65,8450,False,True,True,0,3,1,2.0,7,179000
1496,1813,1,1Fam,1494,70,16196,False,True,True,1,3,1,2.0,7,215000
1497,1814,1,TwnhsE,1575,50,8012,False,True,True,0,2,1,2.0,6,179200
1498,1815,2,TwnhsE,1266,50,8012,True,True,True,1,2,1,1.5,6,128000
1499,1816,2,1Fam,884,70,9180,False,True,True,0,2,1,1.0,5,144000
1500,1817,2,Duplex,2020,60,8400,False,False,True,1,4,2,2.0,5,144000
1501,1818,2,1Fam,894,64,6285,False,True,True,0,2,1,1.0,5,120750
1502,1819,2,1Fam,970,80,8480,False,True,True,0,2,1,1.0,5,132500
1503,1820,2,1Fam,1057,70,7420,False,True,True,0,3,1,1.0,5,132000
1504,1821,2,1Fam,999,74,7758,False,True,True,0,3,1,1.0,5,132500
1505,1822,2,1Fam,1120,85,6970,False,True,True,0,3,1,1.5,4,129000
1506,1823,2,1Fam,1696,40,13673,False,True,True,1,3,1,1.5,5,143900
1507,1824,2,1Fam,1040,84,7476,False,True,True,0,3,1,1.5,5,145000
1508,1825,2,1Fam,988,74,9945,False,True,True,0,3,1,1.0,5,128500
1509,1826,2,1Fam,902,74,6173,False,True,True,0,3,1,1.0,5,125500
1510,1827,1,1Fam,2503,71,19522,True,True,True,1,3,1,2.5,7,300000
1511,1828,2,1Fam,2167,71,17542,True,True,True,1,3,1,2.5,7,294000
1512,1829,2,1Fam,1037,44,10751,False,True,True,0,2,1,1.0,5,129000
1513,1830,2,1Fam,1701,74,16647,False,True,True,1,3,1,2.0,5,171000
1514,1834,0,TwnhsE,1378,45,4379,False,True,True,1,2,1,2.0,8,214000
1515,1835,0,TwnhsE,1151,80,3523,False,True,True,0,2,1,2.0,8,166000
1516,1836,0,TwnhsE,1565,32,3784,False,True,True,0,2,1,2.0,8,193800
1517,1837,0,TwnhsE,1352,47,4230,False,True,True,1,2,1,2.0,7,208900
1518,1838,0,TwnhsE,1352,40,3606,False,True,True,1,2,1,2.0,7,194000
1519,1839,0,TwnhsE,1550,30,5330,False,True,True,0,2,1,2.5,8,207500
1520,1840,0,TwnhsE,1241,35,4274,False,True,True,0,1,1,1.5,7,199900
1521,1841,0,TwnhsE,1250,35,4251,True,True,True,0,2,1,2.5,7,164700
1522,1842,1,Twnhs,1501,24,2280,True,True,True,1,3,1,2.5,6,176500
1523,1843,1,TwnhsE,1458,34,3230,True,True,True,1,2,1,2.5,6,176000
1524,1844,1,TwnhsE,1512,65,2117,True,True,True,1,2,1,2.5,6,168500
1525,1845,1,Twnhs,1573,24,2117,True,True,True,0,3,1,2.5,6,177000
1526,1846,1,Twnhs,1525,65,2117,True,True,True,1,3,1,2.5,6,177000
1527,1847,0,TwnhsE,1102,65,5105,True,True,True,0,2,1,2.5,7,148800
1528,1848,1,Twnhs,1441,24,2645,True,True,True,0,2,1,2.5,8,174000
1529,1849,1,1Fam,1950,66,7399,True,True,True,1,3,1,2.5,7,239000
1530,1850,1,1Fam,1358,73,7321,False,True,True,0,3,1,2.0,7,204000
1531,1851,0,1Fam,2048,65,8010,True,True,True,1,3,1,2.5,8,301000
1532,1852,1,1Fam,2362,106,8413,True,True,True,1,3,1,2.5,8,312500
1533,1853,1,TwnhsE,1494,50,9466,False,True,True,1,1,1,1.5,8,279700
1534,1854,2,1Fam,2362,80,12000,False,True,True,1,3,1,2.5,7,255000
1535,1855,2,1Fam,1432,71,16157,False,True,True,1,2,1,1.5,5,194000
1536,1856,2,1Fam,1437,90,10768,False,True,True,1,3,1,2.0,5,218000
1537,1857,2,TwnhsE,1295,40,3840,False,True,True,1,1,1,1.0,8,213750
1538,1858,2,1Fam,1855,80,9600,True,True,True,1,3,1,2.5,6,187000
1539,1859,2,1Fam,1262,80,9600,False,True,True,1,3,1,2.0,6,181500
1540,1862,1,1Fam,1929,65,7050,True,True,True,1,3,1,2.5,7,226000
1541,1863,2,1Fam,1152,78,11700,False,True,True,0,3,1,1.5,6,143450
1542,1864,2,1Fam,2411,80,8000,True,True,True,1,4,1,2.5,6,240050
1543,1865,2,1Fam,1082,81,8723,False,True,True,0,3,1,1.0,6,162500
1544,1867,2,1Fam,1610,108,11358,False,True,True,1,3,1,2.0,7,185000
1545,1868,1,1Fam,1594,80,9547,False,True,True,1,2,1,2.0,7,188500
1546,1869,1,1Fam,2075,78,10530,True,True,True,1,3,1,2.5,7,255000
1547,1870,2,Duplex,1680,81,11500,False,True,True,0,4,2,2.0,5,136905
1548,1871,2,1Fam,1093,88,10738,False,True,True,1,3,1,2.0,6,158500
1549,1872,2,1Fam,1242,80,9600,False,True,True,1,3,1,1.5,7,175500
1550,1873,2,1Fam,1052,80,10800,False,True,True,0,3,1,1.0,6,127000
1551,1874,2,1Fam,1107,70,8050,False,True,True,0,3,1,1.0,5,127000
1552,1875,2,1Fam,1214,74,10355,False,True,True,1,3,1,2.0,5,143000
1553,1876,2,1Fam,1073,79,10289,False,True,True,0,3,1,1.5,5,156000
1554,1877,2,1Fam,1344,74,9503,False,True,True,1,2,1,1.0,5,144000
1555,1878,2,Duplex,1728,74,10624,False,True,True,0,6,2,2.0,5,119000
1556,1879,2,Duplex,1224,74,10899,False,False,True,0,2,2,2.0,4,103000
1557,1880,2,1Fam,1422,74,12342,False,True,True,1,3,1,1.0,5,139900
1558,1881,2,1Fam,958,74,12772,False,True,True,0,2,1,1.0,6,151500
1559,1882,2,1Fam,1065,80,8892,False,True,True,0,3,1,1.5,5,126500
1560,1883,2,1Fam,1138,65,10482,False,True,True,0,3,1,1.0,6,145000
1561,1884,2,1Fam,912,70,7535,False,True,True,0,2,1,1.0,5,120000
1562,1885,3,1Fam,1074,74,7450,False,True,True,1,2,1,1.0,5,124000
1563,1886,2,1Fam,882,74,8339,False,False,True,0,3,1,1.0,5,106500
1564,1887,2,1Fam,1187,74,14357,False,True,True,1,2,1,1.0,5,140500
1565,1888,2,1Fam,964,76,8243,False,True,True,1,3,1,1.0,5,137500
1566,1889,2,1Fam,894,70,8680,False,True,True,0,3,1,1.0,5,117600
1567,1890,2,1Fam,1200,80,8800,False,True,True,1,3,1,2.0,7,163500
1568,1891,2,1Fam,1042,80,9200,False,True,True,0,3,1,2.0,6,161000
1569,1892,2,1Fam,1302,85,9350,False,True,True,0,3,1,2.0,6,158000
1570,1893,2,1Fam,2154,80,8800,True,True,True,1,5,1,2.5,6,224500
1571,1894,2,1Fam,1374,74,11382,False,True,True,1,3,1,1.0,6,147000
1572,1895,2,1Fam,1652,74,22002,False,True,True,1,3,1,1.5,6,200000
1573,1896,2,1Fam,1429,74,14585,False,True,True,1,3,1,1.0,6,181900
1574,1897,2,1Fam,1327,75,7388,False,True,True,0,3,1,1.0,5,150750
1575,1898,2,Duplex,1224,70,9842,False,False,True,0,2,2,2.0,4,101800
1576,1899,3,1Fam,932,57,8280,False,True,True,1,2,1,1.0,6,124000
1577,1900,3,1Fam,908,85,12172,False,True,True,0,2,1,1.0,5,138500
1578,1901,3,1Fam,334,50,5000,False,False,False,0,1,1,1.0,1,39300
1579,1902,3,1Fam,666,50,5000,False,True,False,0,2,1,1.0,3,64500
1580,1903,3,1Fam,670,51,3500,True,True,False,0,2,1,1.0,3,64000
1581,1904,2,1Fam,808,50,5175,False,True,True,0,2,1,1.0,5,112000
1582,1905,2,1Fam,1977,100,9500,True,True,True,1,4,1,1.5,6,165000
1583,1906,3,1Fam,1150,80,9600,False,True,True,0,2,1,1.0,5,144000
1584,1907,3,Duplex,1920,95,11345,True,True,True,0,4,2,2.0,5,137000
1585,1908,3,1Fam,1376,79,9492,True,True,True,1,3,1,1.0,5,105000
1586,1909,3,1Fam,1644,79,9480,True,True,True,1,3,1,1.5,5,146500
1587,1910,2,Duplex,1560,63,8668,False,True,True,0,4,2,2.0,5,126000
1588,1911,2,1Fam,1280,74,10050,False,True,True,1,3,1,2.0,5,175000
1589,1912,2,1Fam,1254,100,9600,False,True,True,1,3,1,1.0,6,158500
1590,1913,2,1Fam,912,70,10150,False,True,True,0,2,1,1.0,5,114500
1591,1914,2,1Fam,1524,78,11344,True,True,True,0,3,1,1.5,5,144000
1592,1916,2,1Fam,936,73,8760,False,True,True,0,2,1,1.0,6,141000
1593,1917,3,1Fam,1008,65,6860,False,True,True,0,3,1,1.0,5,131000
1594,1918,2,1Fam,1053,60,8250,False,True,True,0,3,1,1.0,5,142100
1595,1919,2,1Fam,1056,70,8176,False,True,True,0,3,1,1.0,5,139000
1596,1920,2,1Fam,1442,75,9750,False,True,True,0,4,1,1.5,6,157900
1597,1921,3,1Fam,1056,80,9250,False,True,True,0,3,1,1.0,5,139400
1598,1922,2,1Fam,1244,90,11988,False,True,True,1,3,1,1.5,6,150000
1599,1923,2,1Fam,1144,70,9100,False,True,True,1,3,1,1.0,5,120000
1600,1924,2,1Fam,1721,80,9736,False,True,True,1,4,1,1.0,6,174850
1601,1925,2,1Fam,922,72,9770,False,True,True,0,2,1,1.0,5,116000
1602,1926,3,1Fam,1048,72,10152,False,True,True,0,3,1,1.0,5,135000
1603,1927,2,1Fam,1657,74,12155,False,True,True,1,3,1,2.0,6,163500
1604,1928,3,1Fam,1411,70,12198,False,True,True,1,3,1,1.0,5,130000
1605,1929,3,1Fam,1216,75,10050,False,True,True,0,3,1,1.0,5,129500
1606,1930,3,1Fam,1154,60,11556,False,True,True,0,3,1,1.5,5,142000
1607,1931,2,Duplex,1560,70,8078,False,True,True,0,4,2,2.0,5,128600
1608,1932,3,1Fam,948,60,10950,False,True,True,0,2,1,1.0,6,125000
1609,1933,3,1Fam,1040,68,7942,False,True,True,0,3,1,1.0,6,136000
1610,1934,3,1Fam,1008,66,8923,False,True,True,0,2,1,1.0,5,134500
1611,1935,3,1Fam,925,71,8540,False,True,True,0,3,1,1.0,5,127000
1612,1936,3,1Fam,1360,60,7134,False,True,True,1,3,1,1.0,5,130000
1613,1937,3,1Fam,1540,55,7150,True,True,True,0,4,1,1.0,4,115000
1614,1938,3,1Fam,925,70,8400,False,True,True,1,3,1,1.0,5,116900
1615,1939,3,1Fam,928,70,13300,False,True,True,0,2,1,1.0,5,132000
1616,1940,3,1Fam,1647,75,9532,False,True,True,1,3,1,1.0,4,153000
1617,1941,3,1Fam,924,61,15783,False,True,True,0,2,1,1.0,5,112500
1618,1942,3,1Fam,1544,60,14190,True,True,False,0,3,1,2.0,4,138000
1619,1943,3,1Fam,893,60,9600,False,True,True,0,2,1,1.0,5,135000
1620,1944,3,1Fam,1728,74,12099,False,True,True,1,3,1,1.0,5,156000
1621,1946,3,1Fam,1034,60,10134,True,True,True,0,2,1,1.0,5,109000
1622,1947,3,1Fam,882,55,5500,False,True,False,0,1,1,1.0,4,103200
1623,1949,3,1Fam,968,60,10800,False,True,True,0,4,1,2.0,4,64500
1624,1950,3,1Fam,1534,60,10800,True,True,False,0,3,1,1.5,5,148000
1625,1952,2,1Fam,1651,93,10090,True,True,True,1,4,1,2.0,7,172000
1626,1954,2,1Fam,952,66,8300,False,True,True,0,3,1,1.0,6,128500
1627,1956,3,1Fam,924,60,8064,True,True,True,1,3,1,1.0,5,122900
1628,1957,3,1Fam,1082,60,11664,False,True,True,1,2,1,1.0,6,119200
1629,1958,3,1Fam,1846,78,10496,True,True,True,1,3,1,2.0,6,143000
1630,1959,3,1Fam,988,60,7200,False,True,True,0,3,1,1.0,5,119000
1631,1960,3,1Fam,1238,60,7200,False,True,True,1,3,1,1.5,5,102000
1632,1961,3,1Fam,864,60,7200,False,True,True,0,3,1,1.0,5,129000
1633,1963,2,1Fam,1040,74,7500,False,True,True,0,3,1,1.0,5,152000
1634,1964,2,1Fam,1170,70,7315,False,True,True,1,3,1,1.0,5,140000
1635,1966,2,1Fam,1377,80,8000,False,True,True,1,3,1,1.0,5,156500
1636,1967,2,Duplex,1800,80,8000,False,True,False,0,6,2,2.0,5,141000
1637,1968,2,1Fam,925,70,7000,False,False,True,0,3,1,1.0,5,99000
1638,1969,2,1Fam,1851,80,9760,True,True,True,1,3,1,2.5,6,187000
1639,1970,2,1Fam,1812,69,7590,True,True,True,1,4,1,2.0,5,169500
1640,1971,2,1Fam,864,60,6600,False,True,True,0,2,1,1.0,5,125500
1641,1972,2,1Fam,936,66,6760,False,True,True,1,3,1,1.0,5,130000
1642,1973,3,1Fam,960,60,6978,False,True,True,0,2,1,1.0,5,103000
1643,1975,3,1Fam,1296,50,6000,True,True,True,0,3,1,1.0,6,127500
1644,1976,3,1Fam,1022,56,4480,False,True,True,1,2,1,1.0,5,89500
1645,1977,2,Duplex,936,60,7200,False,True,True,0,2,1,1.0,5,140000
1646,1978,3,1Fam,967,56,3153,False,True,True,1,2,1,1.0,5,99900
1647,1979,3,1Fam,1047,60,10800,False,True,True,0,2,1,1.0,4,100000
1648,1980,3,1Fam,1072,60,7200,False,True,True,1,2,1,1.0,5,130000
1649,1982,3,1Fam,1183,50,6000,True,True,True,0,2,1,1.5,3,120000
1650,1983,3,1Fam,1131,50,5925,False,True,True,0,2,1,1.0,4,89471
1651,1984,3,1Fam,1141,50,5925,True,True,True,0,3,1,1.0,4,85000
1652,1985,3,1Fam,960,50,6000,False,True,True,0,2,1,1.0,4,108500
1653,1986,3,1Fam,1798,57,9639,True,True,True,0,4,1,2.5,4,137000
1654,1987,3,1Fam,866,40,3880,False,True,False,0,2,1,1.0,5,110500
1655,1988,3,1Fam,968,60,8520,False,True,True,0,2,1,1.0,5,100000
1656,1989,3,1Fam,1772,61,10337,True,True,True,0,3,1,2.5,8,184900
1657,1991,3,1Fam,1472,60,9600,True,True,True,0,3,1,1.0,5,125000
1658,1992,3,1Fam,1232,35,4571,True,True,True,0,3,1,1.0,5,114000
1659,1993,3,2fmCon,2337,85,13600,True,True,True,0,5,2,2.0,5,90000
1660,1994,3,1Fam,1650,56,8398,True,True,True,0,3,1,2.0,6,144100
1661,1995,3,1Fam,2210,90,9900,True,True,True,0,5,1,2.0,6,117500
1662,1996,3,1Fam,1358,60,3600,True,True,True,1,3,1,1.5,5,124500
1663,1997,3,1Fam,2454,75,13500,True,True,True,1,3,1,2.0,7,185000
1664,1999,3,1Fam,1616,40,5400,True,True,True,0,3,1,2.0,6,152000
1665,2000,3,1Fam,1559,90,8100,False,True,True,0,2,1,1.0,5,153500
1666,2002,3,1Fam,1248,52,9439,True,True,True,0,2,1,1.0,5,87000
1667,2003,3,1Fam,968,52,8626,False,False,True,0,2,1,1.0,4,104500
1668,2004,3,1Fam,1382,76,11800,False,False,True,1,1,1,2.0,4,110000
1669,2005,3,1Fam,1060,55,6854,True,True,True,1,1,1,1.0,5,136500
1670,2006,3,1Fam,1435,55,8674,True,True,True,0,3,1,1.0,5,128250
1671,2007,3,1Fam,1167,98,8731,False,True,True,1,3,1,1.0,5,144000
1672,2008,3,1Fam,1635,70,8737,True,True,True,1,3,1,1.5,6,210000
1673,2009,3,1Fam,1274,50,6125,True,True,True,0,3,1,2.0,5,135000
1674,2010,3,1Fam,1232,50,6000,True,True,True,1,3,1,1.5,6,128000
1675,2011,3,1Fam,1218,60,6000,True,True,True,1,3,1,1.0,6,131000
1676,2012,3,1Fam,884,51,6120,False,True,True,0,2,1,1.0,5,113000
1677,2013,3,1Fam,1409,55,6240,True,True,True,1,3,1,1.5,6,126000
1678,2014,3,1Fam,1322,52,6240,True,True,True,0,4,1,1.0,5,132000
1679,2015,3,1Fam,1426,52,6240,True,True,True,1,3,1,1.0,5,131750
1680,2016,3,1Fam,1281,51,6120,True,True,True,0,2,1,1.0,5,132500
1681,2017,3,1Fam,1513,51,6120,True,True,True,0,4,1,1.5,5,137500
1682,2018,3,1Fam,854,51,6120,False,True,True,0,2,1,1.0,7,132000
1683,2019,3,1Fam,1367,52,6240,True,True,True,1,3,1,1.0,6,127500
1684,2020,3,1Fam,986,60,6180,False,True,True,1,2,1,1.0,6,102000
1685,2021,3,1Fam,2264,47,7755,True,True,True,0,4,1,2.5,6,200000
1686,2022,3,1Fam,1824,60,13515,True,True,True,1,3,1,1.0,6,180500
1687,2023,3,1Fam,1376,60,8850,True,True,True,0,3,1,1.0,6,165000
1688,2025,3,1Fam,1396,60,8730,True,True,True,0,3,1,1.0,6,153575
